period,column,psi_vs_first_period,drift_band
2022-06,loan_age_months,12.4133,MAJOR shift
2022-06,remaining_term_months,12.179,MAJOR shift
2022-06,original_balance,12.2033,MAJOR shift
2022-06,current_balance,17.9922,MAJOR shift
2022-06,interest_rate,14.9052,MAJOR shift
2022-06,vintage_year,11.8548,MAJOR shift
2022-06,days_past_due,0.4225,MAJOR shift
2022-06,prepayment_flag,0.0768,stable
2022-06,default_flag,0.0435,stable
2022-06,next_3m_delinquency_flag,1.2865,MAJOR shift
2022-06,next_6m_delinquency_flag,0.9375,MAJOR shift
2022-06,next_12m_default_flag,0.9837,MAJOR shift
2022-06,next_12m_prepayment_flag,0.3965,MAJOR shift
2022-06,credit_score,12.1171,MAJOR shift
2022-06,ltv,13.0379,MAJOR shift
2022-06,dti,12.8789,MAJOR shift
2022-06,original_term_months,1.1781,MAJOR shift
2022-07,month_index,12.361,MAJOR shift
2022-07,loan_age_months,12.361,MAJOR shift
2022-07,remaining_term_months,12.1313,MAJOR shift
2022-07,original_balance,12.1976,MAJOR shift
2022-07,current_balance,17.9771,MAJOR shift
2022-07,interest_rate,14.8892,MAJOR shift
2022-07,vintage_year,11.9522,MAJOR shift
2022-07,days_past_due,0.4317,MAJOR shift
2022-07,prepayment_flag,0.0626,stable
2022-07,default_flag,0.0589,stable
2022-07,next_3m_delinquency_flag,1.2582,MAJOR shift
2022-07,next_6m_delinquency_flag,0.9321,MAJOR shift
2022-07,next_12m_default_flag,0.9732,MAJOR shift
2022-07,next_12m_prepayment_flag,0.393,MAJOR shift
2022-07,credit_score,12.082,MAJOR shift
2022-07,ltv,13.0488,MAJOR shift
2022-07,dti,12.8887,MAJOR shift
2022-07,original_term_months,1.1945,MAJOR shift
2022-08,month_index,12.2153,MAJOR shift
2022-08,loan_age_months,12.2153,MAJOR shift
2022-08,remaining_term_months,12.03,MAJOR shift
2022-08,original_balance,12.1688,MAJOR shift
2022-08,current_balance,17.9711,MAJOR shift
2022-08,interest_rate,14.8835,MAJOR shift
2022-08,vintage_year,12.0593,MAJOR shift
2022-08,days_past_due,0.4549,MAJOR shift
2022-08,prepayment_flag,0.0745,stable
2022-08,default_flag,0.0546,stable
2022-08,next_3m_delinquency_flag,1.3384,MAJOR shift
2022-08,next_6m_delinquency_flag,0.9358,MAJOR shift
2022-08,next_12m_default_flag,0.9811,MAJOR shift
2022-08,next_12m_prepayment_flag,0.4012,MAJOR shift
2022-08,credit_score,12.0845,MAJOR shift
2022-08,ltv,13.0551,MAJOR shift
2022-08,dti,12.8974,MAJOR shift
2022-08,original_term_months,1.1814,MAJOR shift
2022-09,month_index,12.4593,MAJOR shift
2022-09,loan_age_months,12.4593,MAJOR shift
2022-09,remaining_term_months,12.2075,MAJOR shift
2022-09,original_balance,12.1978,MAJOR shift
2022-09,current_balance,17.9447,MAJOR shift
2022-09,interest_rate,14.8758,MAJOR shift
2022-09,vintage_year,12.1363,MAJOR shift
2022-09,days_past_due,0.4645,MAJOR shift
2022-09,prepayment_flag,0.0609,stable
2022-09,default_flag,0.045,stable
2022-09,next_3m_delinquency_flag,1.3855,MAJOR shift
2022-09,next_6m_delinquency_flag,0.9761,MAJOR shift
2022-09,next_12m_default_flag,1.0082,MAJOR shift
2022-09,next_12m_prepayment_flag,0.3959,MAJOR shift
2022-09,credit_score,12.1069,MAJOR shift
2022-09,ltv,13.0607,MAJOR shift
2022-09,dti,12.9031,MAJOR shift
2022-09,original_term_months,1.195,MAJOR shift
2022-10,month_index,12.453,MAJOR shift
2022-10,loan_age_months,12.453,MAJOR shift
2022-10,remaining_term_months,12.3491,MAJOR shift
2022-10,original_balance,12.2261,MAJOR shift
2022-10,current_balance,17.9406,MAJOR shift
2022-10,interest_rate,14.8716,MAJOR shift
2022-10,vintage_year,12.2163,MAJOR shift
2022-10,days_past_due,0.454,MAJOR shift
2022-10,prepayment_flag,0.0547,stable
2022-10,default_flag,0.0688,stable
2022-10,next_3m_delinquency_flag,1.3934,MAJOR shift
2022-10,next_6m_delinquency_flag,0.9485,MAJOR shift
2022-10,next_12m_default_flag,0.9888,MAJOR shift
2022-10,next_12m_prepayment_flag,0.3778,MAJOR shift
2022-10,credit_score,12.1139,MAJOR shift
2022-10,ltv,13.0651,MAJOR shift
2022-10,dti,12.9139,MAJOR shift
2022-10,original_term_months,1.1814,MAJOR shift
2022-11,month_index,12.2901,MAJOR shift
2022-11,loan_age_months,12.2901,MAJOR shift
2022-11,remaining_term_months,12.0085,MAJOR shift
2022-11,original_balance,12.194,MAJOR shift
2022-11,current_balance,17.938,MAJOR shift
2022-11,interest_rate,14.8677,MAJOR shift
2022-11,vintage_year,12.3031,MAJOR shift
2022-11,days_past_due,0.487,MAJOR shift
2022-11,prepayment_flag,0.063,stable
2022-11,default_flag,0.0701,stable
2022-11,next_3m_delinquency_flag,1.3797,MAJOR shift
2022-11,next_6m_delinquency_flag,0.9657,MAJOR shift
2022-11,next_12m_default_flag,1.0036,MAJOR shift
2022-11,next_12m_prepayment_flag,0.3804,MAJOR shift
2022-11,credit_score,12.1146,MAJOR shift
2022-11,ltv,13.0724,MAJOR shift
2022-11,dti,13.0589,MAJOR shift
2022-11,original_term_months,1.1712,MAJOR shift
2022-12,month_index,12.4115,MAJOR shift
2022-12,loan_age_months,12.4115,MAJOR shift
2022-12,remaining_term_months,12.2651,MAJOR shift
2022-12,original_balance,12.2346,MAJOR shift
2022-12,current_balance,17.9198,MAJOR shift
2022-12,interest_rate,14.8671,MAJOR shift
2022-12,vintage_year,12.3802,MAJOR shift
2022-12,days_past_due,0.4915,MAJOR shift
2022-12,prepayment_flag,0.0624,stable
2022-12,default_flag,0.0538,stable
2022-12,next_3m_delinquency_flag,1.3743,MAJOR shift
2022-12,next_6m_delinquency_flag,0.9573,MAJOR shift
2022-12,next_12m_default_flag,0.9893,MAJOR shift
2022-12,next_12m_prepayment_flag,0.3792,MAJOR shift
2022-12,credit_score,12.1202,MAJOR shift
2022-12,ltv,13.0768,MAJOR shift
2022-12,dti,13.06,MAJOR shift
2022-12,original_term_months,1.1831,MAJOR shift
2023-01,month_index,12.3293,MAJOR shift
2023-01,loan_age_months,12.3293,MAJOR shift
2023-01,remaining_term_months,12.1453,MAJOR shift
2023-01,original_balance,12.2353,MAJOR shift
2023-01,current_balance,17.9351,MAJOR shift
2023-01,interest_rate,16.5699,MAJOR shift
2023-01,vintage_year,12.5966,MAJOR shift
2023-01,days_past_due,0.4667,MAJOR shift
2023-01,prepayment_flag,0.0782,stable
2023-01,default_flag,0.0624,stable
2023-01,next_3m_delinquency_flag,1.3479,MAJOR shift
2023-01,next_6m_delinquency_flag,0.9495,MAJOR shift
2023-01,next_12m_default_flag,1.0132,MAJOR shift
2023-01,next_12m_prepayment_flag,0.3932,MAJOR shift
2023-01,credit_score,12.0984,MAJOR shift
2023-01,ltv,13.0769,MAJOR shift
2023-01,dti,13.066,MAJOR shift
2023-01,original_term_months,1.1879,MAJOR shift
2023-02,month_index,12.494,MAJOR shift
2023-02,loan_age_months,12.494,MAJOR shift
2023-02,remaining_term_months,12.3413,MAJOR shift
2023-02,original_balance,12.2331,MAJOR shift
2023-02,current_balance,17.9216,MAJOR shift
2023-02,interest_rate,14.8195,MAJOR shift
2023-02,vintage_year,12.8217,MAJOR shift
2023-02,days_past_due,0.475,MAJOR shift
2023-02,prepayment_flag,0.0557,stable
2023-02,default_flag,0.0557,stable
2023-02,next_3m_delinquency_flag,1.3909,MAJOR shift
2023-02,next_6m_delinquency_flag,0.9325,MAJOR shift
2023-02,next_12m_default_flag,0.9999,MAJOR shift
2023-02,next_12m_prepayment_flag,0.397,MAJOR shift
2023-02,credit_score,12.0939,MAJOR shift
2023-02,ltv,13.0719,MAJOR shift
2023-02,dti,12.9286,MAJOR shift
2023-02,original_term_months,1.1909,MAJOR shift
2023-03,month_index,12.4965,MAJOR shift
2023-03,loan_age_months,12.4965,MAJOR shift
2023-03,remaining_term_months,12.2773,MAJOR shift
2023-03,original_balance,12.2527,MAJOR shift
2023-03,current_balance,17.9319,MAJOR shift
2023-03,interest_rate,14.7985,MAJOR shift
2023-03,vintage_year,13.0916,MAJOR shift
2023-03,days_past_due,0.4969,MAJOR shift
2023-03,prepayment_flag,0.0609,stable
2023-03,default_flag,0.0679,stable
2023-03,next_3m_delinquency_flag,1.3321,MAJOR shift
2023-03,next_6m_delinquency_flag,0.9388,MAJOR shift
2023-03,next_12m_default_flag,0.9842,MAJOR shift
2023-03,next_12m_prepayment_flag,0.3955,MAJOR shift
2023-03,credit_score,12.0583,MAJOR shift
2023-03,ltv,13.0722,MAJOR shift
2023-03,dti,12.9325,MAJOR shift
2023-03,original_term_months,1.1933,MAJOR shift
2023-04,month_index,12.319,MAJOR shift
2023-04,loan_age_months,12.319,MAJOR shift
2023-04,remaining_term_months,12.1467,MAJOR shift
2023-04,original_balance,12.2923,MAJOR shift
2023-04,current_balance,17.9353,MAJOR shift
2023-04,interest_rate,16.645,MAJOR shift
2023-04,vintage_year,13.378,MAJOR shift
2023-04,days_past_due,0.4922,MAJOR shift
2023-04,prepayment_flag,0.0788,stable
2023-04,default_flag,0.0507,stable
2023-04,next_3m_delinquency_flag,1.2769,MAJOR shift
2023-04,next_6m_delinquency_flag,0.9466,MAJOR shift
2023-04,next_12m_default_flag,0.9879,MAJOR shift
2023-04,next_12m_prepayment_flag,0.395,MAJOR shift
2023-04,credit_score,12.0642,MAJOR shift
2023-04,ltv,12.6976,MAJOR shift
2023-04,dti,12.9305,MAJOR shift
2023-04,original_term_months,1.1744,MAJOR shift
2023-05,month_index,12.4577,MAJOR shift
2023-05,loan_age_months,12.4577,MAJOR shift
2023-05,remaining_term_months,12.2841,MAJOR shift
2023-05,original_balance,12.2882,MAJOR shift
2023-05,current_balance,17.9515,MAJOR shift
2023-05,interest_rate,16.6321,MAJOR shift
2023-05,vintage_year,13.6566,MAJOR shift
2023-05,days_past_due,0.4691,MAJOR shift
2023-05,prepayment_flag,0.0788,stable
2023-05,default_flag,0.0823,stable
2023-05,next_3m_delinquency_flag,1.2463,MAJOR shift
2023-05,next_6m_delinquency_flag,0.9023,MAJOR shift
2023-05,next_12m_default_flag,0.9414,MAJOR shift
2023-05,next_12m_prepayment_flag,0.402,MAJOR shift
2023-05,credit_score,12.091,MAJOR shift
2023-05,ltv,12.6964,MAJOR shift
2023-05,dti,12.9319,MAJOR shift
2023-05,original_term_months,1.1799,MAJOR shift
2023-06,month_index,12.3546,MAJOR shift
2023-06,loan_age_months,12.3546,MAJOR shift
2023-06,remaining_term_months,12.0672,MAJOR shift
2023-06,original_balance,12.3996,MAJOR shift
2023-06,current_balance,17.933,MAJOR shift
2023-06,interest_rate,16.6237,MAJOR shift
2023-06,vintage_year,13.9682,MAJOR shift
2023-06,days_past_due,0.4419,MAJOR shift
2023-06,prepayment_flag,0.0703,stable
2023-06,default_flag,0.0476,stable
2023-06,next_3m_delinquency_flag,1.2846,MAJOR shift
2023-06,next_6m_delinquency_flag,0.9199,MAJOR shift
2023-06,next_12m_default_flag,0.9827,MAJOR shift
2023-06,next_12m_prepayment_flag,0.4024,MAJOR shift
2023-06,credit_score,12.1252,MAJOR shift
2023-06,ltv,12.9265,MAJOR shift
2023-06,dti,12.922,MAJOR shift
2023-06,original_term_months,1.1772,MAJOR shift
2023-07,month_index,12.4473,MAJOR shift
2023-07,loan_age_months,12.4473,MAJOR shift
2023-07,remaining_term_months,12.3233,MAJOR shift
2023-07,original_balance,12.4059,MAJOR shift
2023-07,current_balance,17.9442,MAJOR shift
2023-07,interest_rate,16.8471,MAJOR shift
2023-07,vintage_year,14.2774,MAJOR shift
2023-07,days_past_due,0.4343,MAJOR shift
2023-07,prepayment_flag,0.0789,stable
2023-07,default_flag,0.0647,stable
2023-07,next_3m_delinquency_flag,1.2482,MAJOR shift
2023-07,next_6m_delinquency_flag,0.8674,MAJOR shift
2023-07,next_12m_default_flag,0.9914,MAJOR shift
2023-07,next_12m_prepayment_flag,0.4165,MAJOR shift
2023-07,credit_score,12.1862,MAJOR shift
2023-07,ltv,12.9245,MAJOR shift
2023-07,dti,12.9291,MAJOR shift
2023-07,original_term_months,1.1579,MAJOR shift
2023-08,month_index,12.4411,MAJOR shift
2023-08,loan_age_months,12.4411,MAJOR shift
2023-08,remaining_term_months,12.1852,MAJOR shift
2023-08,original_balance,12.4019,MAJOR shift
2023-08,current_balance,17.9378,MAJOR shift
2023-08,interest_rate,16.8456,MAJOR shift
2023-08,vintage_year,14.6582,MAJOR shift
2023-08,days_past_due,0.4509,MAJOR shift
2023-08,prepayment_flag,0.0527,stable
2023-08,default_flag,0.0756,stable
2023-08,next_3m_delinquency_flag,1.2276,MAJOR shift
2023-08,next_6m_delinquency_flag,0.875,MAJOR shift
2023-08,next_12m_default_flag,0.9542,MAJOR shift
2023-08,next_12m_prepayment_flag,0.4016,MAJOR shift
2023-08,credit_score,12.1589,MAJOR shift
2023-08,ltv,12.9251,MAJOR shift
2023-08,dti,12.9218,MAJOR shift
2023-08,original_term_months,1.1743,MAJOR shift
2023-09,month_index,12.4525,MAJOR shift
2023-09,loan_age_months,12.4525,MAJOR shift
2023-09,remaining_term_months,12.3193,MAJOR shift
2023-09,original_balance,12.3807,MAJOR shift
2023-09,current_balance,17.9354,MAJOR shift
2023-09,interest_rate,16.8406,MAJOR shift
2023-09,vintage_year,15.1233,MAJOR shift
2023-09,days_past_due,0.4428,MAJOR shift
2023-09,prepayment_flag,0.0597,stable
2023-09,default_flag,0.0649,stable
2023-09,next_3m_delinquency_flag,1.2148,MAJOR shift
2023-09,next_6m_delinquency_flag,0.8674,MAJOR shift
2023-09,next_12m_default_flag,0.9254,MAJOR shift
2023-09,next_12m_prepayment_flag,0.3972,MAJOR shift
2023-09,credit_score,12.2075,MAJOR shift
2023-09,ltv,12.9215,MAJOR shift
2023-09,dti,13.0604,MAJOR shift
2023-09,original_term_months,1.1803,MAJOR shift
2023-10,month_index,12.3228,MAJOR shift
2023-10,loan_age_months,12.3228,MAJOR shift
2023-10,remaining_term_months,12.1097,MAJOR shift
2023-10,original_balance,12.3845,MAJOR shift
2023-10,current_balance,17.9595,MAJOR shift
2023-10,interest_rate,16.8369,MAJOR shift
2023-10,vintage_year,15.6674,MAJOR shift
2023-10,days_past_due,0.4192,MAJOR shift
2023-10,prepayment_flag,0.1081,moderate shift
2023-10,default_flag,0.0613,stable
2023-10,next_3m_delinquency_flag,1.2621,MAJOR shift
2023-10,next_6m_delinquency_flag,0.8912,MAJOR shift
2023-10,next_12m_default_flag,0.9578,MAJOR shift
2023-10,next_12m_prepayment_flag,0.4187,MAJOR shift
2023-10,credit_score,12.1884,MAJOR shift
2023-10,ltv,12.9208,MAJOR shift
2023-10,dti,13.1951,MAJOR shift
2023-10,original_term_months,1.1839,MAJOR shift
2023-11,month_index,12.3475,MAJOR shift
2023-11,loan_age_months,12.3475,MAJOR shift
2023-11,remaining_term_months,12.1492,MAJOR shift
2023-11,original_balance,12.3861,MAJOR shift
2023-11,current_balance,17.9404,MAJOR shift
2023-11,interest_rate,16.8431,MAJOR shift
2023-11,vintage_year,16.4808,MAJOR shift
2023-11,days_past_due,0.4188,MAJOR shift
2023-11,prepayment_flag,0.0547,stable
2023-11,default_flag,0.0653,stable
2023-11,next_3m_delinquency_flag,1.2908,MAJOR shift
2023-11,next_6m_delinquency_flag,0.9178,MAJOR shift
2023-11,next_12m_default_flag,0.9736,MAJOR shift
2023-11,next_12m_prepayment_flag,0.4185,MAJOR shift
2023-11,credit_score,12.2419,MAJOR shift
2023-11,ltv,13.153,MAJOR shift
2023-11,dti,13.0543,MAJOR shift
2023-11,original_term_months,1.1909,MAJOR shift
2023-12,month_index,12.3899,MAJOR shift
2023-12,loan_age_months,12.3899,MAJOR shift
2023-12,remaining_term_months,12.1985,MAJOR shift
2023-12,original_balance,12.381,MAJOR shift
2023-12,current_balance,17.9387,MAJOR shift
2023-12,interest_rate,16.8457,MAJOR shift
2023-12,vintage_year,26.0522,MAJOR shift
2023-12,days_past_due,0.4659,MAJOR shift
2023-12,prepayment_flag,0.0534,stable
2023-12,default_flag,0.0586,stable
2023-12,next_3m_delinquency_flag,1.2977,MAJOR shift
2023-12,next_6m_delinquency_flag,0.9073,MAJOR shift
2023-12,next_12m_default_flag,0.9951,MAJOR shift
2023-12,next_12m_prepayment_flag,0.4053,MAJOR shift
2023-12,credit_score,12.2307,MAJOR shift
2023-12,ltv,12.9162,MAJOR shift
2023-12,dti,13.0537,MAJOR shift
2023-12,original_term_months,1.1894,MAJOR shift
