loan_id,origination_month,vintage_year,vintage_quarter,credit_score,credit_score_band,ltv,ltv_band,dti,dti_band,original_balance,original_term_months,state,loan_purpose,property_type,occupancy_type,servicer_name,source_system,document_status,interest_rate
SW1KUBW2WBQW,2021-06-01,2021,2021Q2,723,700-739,72.06,60-75%,32.3,30-36%,558000.0,360,MI,Home Purchase,PUD,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,3.309
UGMUTRYZZNTY,2022-01-01,2022,2022Q1,739,700-739,81.47,80-90%,33.69,30-36%,335000.0,360,GA,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.674
QH6AO40RWSUI,2018-12-01,2018,2018Q4,802,800+,63.88,60-75%,19.3,<30%,354000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.524
WF6XP48OHAS0,2020-07-01,2020,2020Q3,614,<620,67.63,60-75%,37.72,36-43%,354000.0,180,MD,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.677
SWN7ZVPTTKCD,2020-10-01,2020,2020Q4,688,660-699,81.99,80-90%,37.17,36-43%,401000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.448
NJ8A4MMJ0J6E,2018-12-01,2018,2018Q4,742,740-799,71.55,60-75%,33.09,30-36%,420000.0,360,CT,Cash-Out Refinance,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.574
QDAK85TPX3HB,2020-12-01,2020,2020Q4,671,660-699,89.85,80-90%,28.53,<30%,333000.0,360,NY,Home Purchase,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,3.662
OTIOHMC3EEDZ,2018-05-01,2018,2018Q2,715,700-739,71.96,60-75%,40.19,36-43%,234000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,5.195
EEN0EBHFGLP1,2019-11-01,2019,2019Q4,699,660-699,75.09,75-80%,34.17,30-36%,313000.0,360,WA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,4.415
L96IDVNT3KRZ,2022-05-01,2022,2022Q2,769,740-799,68.71,60-75%,44.69,>43%,337000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.974
H14IMA55W6NX,2019-06-01,2019,2019Q2,714,700-739,73.9,60-75%,33.99,30-36%,189000.0,360,WI,Home Purchase,Single-Family Detached,Second Home,Meridian Residential Capital,CoreServicing,Complete,4.561
4Z82OE0DQFNQ,2022-03-01,2022,2022Q1,728,700-739,67.17,60-75%,34.46,30-36%,161000.0,360,IN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.753
A9GCV2L3V7OW,2018-08-01,2018,2018Q3,700,700-739,77.77,75-80%,38.65,36-43%,218000.0,180,NC,Rate/Term Refinance,PUD,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.871
QAIT81PJPZ2K,2020-10-01,2020,2020Q4,720,700-739,73.97,60-75%,45.46,>43%,170000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.36
6XCM4UAAATMR,2023-05-01,2023,2023Q2,721,700-739,95.07,90-97%,37.05,36-43%,280000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Pending,6.922
QDOL2TJKSXBB,2021-02-01,2021,2021Q1,748,740-799,64.17,60-75%,41.7,36-43%,254000.0,360,IN,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,3.366
QLYC5NQEX8EH,2022-11-01,2022,2022Q4,665,660-699,82.09,80-90%,37.0,36-43%,340000.0,180,MO,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.919
9K04K6F6GSFB,2019-06-01,2019,2019Q2,722,700-739,70.82,60-75%,28.63,<30%,420000.0,180,GA,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,4.133
CH7OZ44J6HDD,2019-02-01,2019,2019Q1,686,660-699,89.56,80-90%,41.49,36-43%,364000.0,360,NY,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.959
9LM2X70G916G,2020-11-01,2020,2020Q4,636,620-659,90.11,90-97%,35.24,30-36%,383000.0,360,NY,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,4.144
6BW2T54O0EBO,2019-06-01,2019,2019Q2,737,700-739,76.51,75-80%,38.1,36-43%,455000.0,180,NY,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Pending,4.404
PAXNUT7Q3116,2022-05-01,2022,2022Q2,792,740-799,59.25,<60%,32.93,30-36%,295000.0,360,WA,Rate/Term Refinance,Single-Family Detached,Second Home,Cornerstone Loan Servicing,CoreServicing,Complete,5.837
VFEO1KNYS4EB,2020-02-01,2020,2020Q1,763,740-799,63.56,60-75%,25.76,<30%,136000.0,360,WA,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,3.245
KR4RIJFHNW0O,2022-08-01,2022,2022Q3,686,660-699,79.08,75-80%,27.41,<30%,182000.0,360,MI,Home Purchase,Single-Family Detached,Investment Property,Northgate Financial Servicing,CoreServicing,Complete,5.948
7KB269UIHU4Q,2018-03-01,2018,2018Q1,727,700-739,59.93,<60%,41.8,36-43%,391000.0,360,TN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.766
QL6PNXRODCIW,2020-01-01,2020,2020Q1,726,700-739,89.36,80-90%,40.44,36-43%,353000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.403
GZUZ6N68OU8D,2019-06-01,2019,2019Q2,685,660-699,69.19,60-75%,38.02,36-43%,418000.0,360,GA,Home Purchase,Single-Family Detached,Investment Property,Northgate Financial Servicing,CoreServicing,Complete,4.764
OM9GLYSY7YRN,2022-01-01,2022,2022Q1,698,660-699,85.5,80-90%,30.59,30-36%,867000.0,360,CO,Rate/Term Refinance,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.896
RT8SRLQMCMTG,2019-03-01,2019,2019Q1,800,740-799,77.2,75-80%,28.46,<30%,356000.0,360,OH,Home Purchase,PUD,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.211
WGQAEEUSQES3,2020-12-01,2020,2020Q4,789,740-799,59.9,<60%,30.33,30-36%,319000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,3.153
1YRB59O0WH41,2020-02-01,2020,2020Q1,636,620-659,95.7,90-97%,30.55,30-36%,371000.0,360,PA,Rate/Term Refinance,Single-Family Detached,Second Home,Atlas Mortgage Services,VendorAPI,Complete,4.256
788QK3NZ06XB,2022-06-01,2022,2022Q2,628,620-659,75.73,75-80%,49.3,>43%,220000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Pending,6.596
6GBXC4XVUILG,2020-03-01,2020,2020Q1,748,740-799,71.74,60-75%,39.79,36-43%,427000.0,240,TX,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,3.168
4S255M9IIXXG,2022-02-01,2022,2022Q1,694,660-699,79.18,75-80%,47.98,>43%,311000.0,360,MI,Cash-Out Refinance,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,6.299
PASGQV4F10BI,2018-07-01,2018,2018Q3,688,660-699,69.22,60-75%,39.46,36-43%,585000.0,180,CA,Cash-Out Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,CoreServicing,Complete,5.39
V8D80Y8UGY5Y,2022-07-01,2022,2022Q3,737,700-739,72.59,60-75%,40.43,36-43%,192000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,5.641
D3GF6GQ9B6OP,2021-11-01,2021,2021Q4,690,660-699,76.95,75-80%,39.39,36-43%,331000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.49
X5GF15CYXIS4,2018-12-01,2018,2018Q4,714,700-739,87.79,80-90%,38.91,36-43%,267000.0,360,TX,Rate/Term Refinance,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,4.448
KYT1718N9ABN,2018-08-01,2018,2018Q3,685,660-699,80.95,80-90%,44.46,>43%,230000.0,360,UT,Rate/Term Refinance,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.339
GMI6ELNQWZ7X,2019-12-01,2019,2019Q4,739,700-739,77.84,75-80%,23.47,<30%,408000.0,180,NJ,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,4.389
SRD7PZQQROC3,2023-12-01,2023,2023Q4,575,<620,95.96,90-97%,48.6,>43%,296000.0,240,NJ,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,8.413
OOBHJSUYU7L3,2019-08-01,2019,2019Q3,699,660-699,81.16,80-90%,49.59,>43%,519000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,4.161
TSVDVH2U2DCX,2020-11-01,2020,2020Q4,770,740-799,77.14,75-80%,25.61,<30%,276000.0,360,TN,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,2.92
U30EYEIRT8WB,2020-09-01,2020,2020Q3,662,660-699,57.09,<60%,41.0,36-43%,289000.0,360,WA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.45
32OX9V4T013D,2019-10-01,2019,2019Q4,755,740-799,80.51,80-90%,37.77,36-43%,655000.0,360,MD,Cash-Out Refinance,Single-Family Detached,Investment Property,Meridian Residential Capital,CoreServicing,Pending,4.136
3MJ400NT37HB,2020-10-01,2020,2020Q4,692,660-699,70.6,60-75%,30.24,30-36%,208000.0,360,FL,Home Purchase,Single-Family Detached,Second Home,Meridian Residential Capital,CoreServicing,Complete,3.666
9IZZT07PA3LL,2019-01-01,2019,2019Q1,692,660-699,66.96,60-75%,47.7,>43%,253000.0,180,PA,Home Purchase,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.683
S2AS0M5D4EX9,2022-01-01,2022,2022Q1,635,620-659,78.99,75-80%,26.89,<30%,115000.0,360,GA,Home Purchase,Single-Family Detached,Investment Property,Meridian Residential Capital,CoreServicing,Complete,6.186
8TOP4GQ5N5EK,2018-12-01,2018,2018Q4,715,700-739,73.58,60-75%,32.4,30-36%,283000.0,180,NY,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.844
MABIIEVZDNV2,2021-06-01,2021,2021Q2,653,620-659,79.11,75-80%,35.46,30-36%,417000.0,240,FL,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.083
HD4CA3LKGSCJ,2019-11-01,2019,2019Q4,693,660-699,92.37,90-97%,39.33,36-43%,379000.0,240,CA,Home Purchase,Single-Family Detached,Second Home,Meridian Residential Capital,CoreServicing,Missing,4.834
FO9MB98NYKR5,2021-06-01,2021,2021Q2,727,700-739,68.41,60-75%,28.19,<30%,347000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,3.263
3IJCSI5SZYW9,2021-04-01,2021,2021Q2,699,660-699,95.86,90-97%,36.18,36-43%,245000.0,240,IL,Rate/Term Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,CoreServicing,Complete,3.647
WS1Q6BLJO9GR,2021-10-01,2021,2021Q4,718,700-739,65.94,60-75%,16.66,<30%,309000.0,360,MO,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.038
GY5ARW8PMV7P,2021-08-01,2021,2021Q3,660,660-699,97.35,90-97%,44.88,>43%,288000.0,360,WA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.414
K0E3AXK2YKRE,2019-08-01,2019,2019Q3,781,740-799,64.48,60-75%,16.08,<30%,329000.0,360,NY,Rate/Term Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,CoreServicing,Complete,4.097
CVT3ZCPITCR2,2021-07-01,2021,2021Q3,645,620-659,83.36,80-90%,41.87,36-43%,350000.0,360,MA,Rate/Term Refinance,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.236
4HOIG6VKDVKN,2019-05-01,2019,2019Q2,699,660-699,70.26,60-75%,42.08,36-43%,293000.0,360,TX,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Complete,4.442
N35R2T977BOP,2020-04-01,2020,2020Q2,675,660-699,79.89,75-80%,39.36,36-43%,333000.0,360,FL,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.585
A94KDGM8YWNH,2019-04-01,2019,2019Q2,682,660-699,68.74,60-75%,33.51,30-36%,319000.0,360,FL,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.253
5CZWADU3NXGJ,2021-03-01,2021,2021Q1,793,740-799,76.42,75-80%,37.4,36-43%,262000.0,180,CA,Rate/Term Refinance,Condominium,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,2.749
T5TWK760QE9M,2022-09-01,2022,2022Q3,661,660-699,65.67,60-75%,45.07,>43%,339000.0,360,CO,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,LegacySFTP,Complete,5.528
UNW7U1FAC6PD,2021-08-01,2021,2021Q3,745,740-799,72.09,60-75%,30.27,30-36%,214000.0,360,PA,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,3.243
JSC6XFVL8Q8K,2018-08-01,2018,2018Q3,627,620-659,88.94,80-90%,49.66,>43%,351000.0,180,FL,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,5.534
ADLIZ2QGKHWE,2018-06-01,2018,2018Q2,666,660-699,71.19,60-75%,46.23,>43%,226000.0,180,MA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,5.213
Q2O0GPBVO0MG,2019-11-01,2019,2019Q4,668,660-699,92.96,90-97%,39.0,36-43%,327000.0,360,GA,Cash-Out Refinance,PUD,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,4.478
NK99DEGWMG1W,2021-07-01,2021,2021Q3,681,660-699,77.05,75-80%,34.66,30-36%,387000.0,180,MN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Missing,3.71
9HRKFSJOJLF4,2019-09-01,2019,2019Q3,756,740-799,77.75,75-80%,40.32,36-43%,241000.0,360,WA,Cash-Out Refinance,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.176
QXONUPAAEBJF,2023-12-01,2023,2023Q4,709,700-739,70.04,60-75%,34.84,30-36%,469000.0,360,MN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,7.14
DPGTSZMELCOZ,2021-07-01,2021,2021Q3,679,660-699,89.58,80-90%,45.61,>43%,606000.0,360,AZ,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.359
KSSIA289BNDM,2023-05-01,2023,2023Q2,695,660-699,67.1,60-75%,46.1,>43%,265000.0,360,IN,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.718
0ELK5T17BXQA,2023-07-01,2023,2023Q3,707,700-739,73.16,60-75%,46.04,>43%,314000.0,360,PA,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,CoreServicing,Pending,6.93
5HO14YM9950J,2018-07-01,2018,2018Q3,674,660-699,74.38,60-75%,35.88,30-36%,498000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.037
NB5SV87OOESS,2023-04-01,2023,2023Q2,634,620-659,83.56,80-90%,35.57,30-36%,179000.0,360,OH,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,CoreServicing,Pending,7.883
IT9E5LVUTR4L,2018-04-01,2018,2018Q2,671,660-699,71.22,60-75%,33.27,30-36%,334000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Pending,4.977
1IA40HCT0ZIX,2018-08-01,2018,2018Q3,658,620-659,80.85,80-90%,38.06,36-43%,298000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.728
CEHVY5N6WD6H,2021-03-01,2021,2021Q1,702,700-739,94.63,90-97%,36.73,36-43%,448000.0,360,TX,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.285
S3O9WSQUKTQC,2021-03-01,2021,2021Q1,730,700-739,78.59,75-80%,33.99,30-36%,304000.0,360,NY,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,3.393
TCPLHL2H71GD,2021-11-01,2021,2021Q4,714,700-739,73.88,60-75%,36.42,36-43%,385000.0,180,PA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.069
P12L959ZFV1C,2018-03-01,2018,2018Q1,671,660-699,73.16,60-75%,37.73,36-43%,249000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,5.362
DAYQVW9LJJSJ,2018-08-01,2018,2018Q3,601,<620,95.7,90-97%,54.53,>43%,456000.0,360,FL,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,6.167
0YPZV5KY8NOT,2022-10-01,2022,2022Q4,708,700-739,80.05,80-90%,43.43,>43%,225000.0,360,CA,Rate/Term Refinance,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.805
HTPE9HT97HJN,2021-07-01,2021,2021Q3,634,620-659,88.87,80-90%,38.47,36-43%,444000.0,360,NY,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,4.145
UB8R64N45Q6I,2020-03-01,2020,2020Q1,812,800+,62.98,60-75%,34.01,30-36%,339000.0,360,TX,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Missing,2.987
4GNIP1GCYEF6,2019-02-01,2019,2019Q1,691,660-699,94.32,90-97%,34.9,30-36%,148000.0,240,NJ,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,4.798
UVTWZINIF6M9,2019-04-01,2019,2019Q2,758,740-799,75.28,75-80%,35.19,30-36%,337000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.984
ZFUF6JPNNNUH,2019-11-01,2019,2019Q4,711,700-739,67.97,60-75%,17.69,<30%,406000.0,360,NC,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,4.282
AE8Y6K9BCMSB,2020-11-01,2020,2020Q4,753,740-799,65.76,60-75%,39.89,36-43%,217000.0,360,NY,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.394
4LUB3EAEVA1E,2022-11-01,2022,2022Q4,717,700-739,83.95,80-90%,41.33,36-43%,247000.0,360,NC,Cash-Out Refinance,Single-Family Detached,Second Home,Atlas Mortgage Services,CoreServicing,Complete,5.237
OKSDMJV0EL2B,2020-08-01,2020,2020Q3,577,<620,91.02,90-97%,42.79,36-43%,340000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Complete,4.791
L55EQSJBR3DQ,2020-08-01,2020,2020Q3,758,740-799,74.96,60-75%,36.55,36-43%,277000.0,360,MI,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,CoreServicing,Complete,3.361
F031LXVWBBX7,2023-08-01,2023,2023Q3,686,660-699,68.03,60-75%,33.11,30-36%,369000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.363
PZ7WF97KWC0R,2018-07-01,2018,2018Q3,610,<620,77.73,75-80%,31.59,30-36%,307000.0,360,TN,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,6.226
SVIIPBLA4S3D,2018-03-01,2018,2018Q1,628,620-659,82.35,80-90%,44.8,>43%,211000.0,360,SC,Home Purchase,PUD,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.944
3D879GV1A4X9,2023-12-01,2023,2023Q4,698,660-699,70.64,60-75%,29.02,<30%,728000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,7.409
NJWF7BPL38AG,2023-09-01,2023,2023Q3,684,660-699,69.04,60-75%,35.93,30-36%,294000.0,180,CA,Rate/Term Refinance,PUD,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,7.535
IGCVNH0XP53J,2020-06-01,2020,2020Q2,624,620-659,87.79,80-90%,38.0,36-43%,344000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.915
NB3X8YUBQ9FV,2019-05-01,2019,2019Q2,719,700-739,81.09,80-90%,37.68,36-43%,603000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Complete,4.395
UYNSK5Z1C5LG,2018-09-01,2018,2018Q3,740,700-739,52.99,<60%,27.9,<30%,443000.0,360,CA,Cash-Out Refinance,Single-Family Detached,Second Home,Atlas Mortgage Services,CoreServicing,Complete,4.977
0JC2JIUF76Z8,2018-11-01,2018,2018Q4,755,740-799,74.51,60-75%,45.29,>43%,398000.0,360,NJ,Rate/Term Refinance,Condominium,Investment Property,Atlas Mortgage Services,CoreServicing,Complete,4.867
6BKYTTAOUNKX,2023-05-01,2023,2023Q2,785,740-799,69.96,60-75%,28.41,<30%,473000.0,360,VA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,6.671
QG2Z5Q3FELDN,2022-06-01,2022,2022Q2,652,620-659,74.99,60-75%,36.09,36-43%,398000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,6.502
DMLIKXHTELXG,2023-01-01,2023,2023Q1,670,660-699,69.42,60-75%,40.07,36-43%,398000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,7.692
VCIVQ44QB99J,2021-02-01,2021,2021Q1,784,740-799,75.62,75-80%,28.49,<30%,400000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Pending,3.199
66IQEHWOSOTS,2021-12-01,2021,2021Q4,750,740-799,73.47,60-75%,32.37,30-36%,312000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.105
MKIRFOVOTF9W,2023-05-01,2023,2023Q2,695,660-699,73.61,60-75%,40.69,36-43%,476000.0,360,PA,Rate/Term Refinance,Condominium,Investment Property,Beacon Home Loans,CoreServicing,Complete,7.114
44AASSJFSZW4,2020-02-01,2020,2020Q1,707,700-739,67.82,60-75%,29.4,<30%,415000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.251
5DVJZR7U54FI,2021-04-01,2021,2021Q2,715,700-739,77.36,75-80%,33.05,30-36%,151000.0,360,MN,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,3.15
C1AN7VR6U5YB,2019-09-01,2019,2019Q3,643,620-659,90.74,90-97%,48.01,>43%,441000.0,180,CA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.211
C1KSGGYSX5BJ,2021-01-01,2021,2021Q1,601,<620,94.71,90-97%,42.67,36-43%,252000.0,360,OH,Cash-Out Refinance,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.28
PO8YW0DAWDYG,2019-04-01,2019,2019Q2,709,700-739,84.12,80-90%,47.56,>43%,358000.0,360,KY,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,LegacySFTP,Pending,4.684
8UFS3BP932TH,2019-03-01,2019,2019Q1,750,740-799,72.58,60-75%,23.12,<30%,187000.0,360,CT,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.974
E20X8FHZ6SEP,2020-02-01,2020,2020Q1,599,<620,91.37,90-97%,52.02,>43%,271000.0,360,FL,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.758
AAWTW0MOBM9V,2023-09-01,2023,2023Q3,659,620-659,76.17,75-80%,34.72,30-36%,292000.0,240,NJ,Cash-Out Refinance,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.969
697KV3YUNPOG,2019-08-01,2019,2019Q3,671,660-699,86.94,80-90%,40.47,36-43%,396000.0,360,MO,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,4.419
POUDLFD2E1QL,2021-12-01,2021,2021Q4,688,660-699,97.32,90-97%,29.03,<30%,270000.0,360,TX,Rate/Term Refinance,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Missing,3.535
BXTEMNMPBT09,2021-06-01,2021,2021Q2,727,700-739,63.14,60-75%,32.0,30-36%,158000.0,360,NC,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,2.97
Q1G70OP3YCFW,2021-08-01,2021,2021Q3,707,700-739,81.73,80-90%,34.33,30-36%,279000.0,360,OK,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.489
X5RQ6S0584N9,2018-10-01,2018,2018Q4,682,660-699,74.09,60-75%,29.47,<30%,290000.0,360,MN,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.296
RAN7T8Y3NSW2,2022-09-01,2022,2022Q3,731,700-739,74.59,60-75%,37.0,36-43%,409000.0,360,MN,Home Purchase,Single-Family Detached,Investment Property,Northgate Financial Servicing,CoreServicing,Complete,5.551
2ZIS8SY7ORBH,2022-09-01,2022,2022Q3,696,660-699,73.52,60-75%,44.18,>43%,347000.0,360,MI,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,6.129
ZA3UD8KYBGJV,2018-08-01,2018,2018Q3,751,740-799,82.87,80-90%,36.15,36-43%,254000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,4.668
YMAOKRR9YKY0,2020-05-01,2020,2020Q2,767,740-799,65.16,60-75%,29.39,<30%,363000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Second Home,Beacon Home Loans,CoreServicing,Complete,2.867
